INSTNM,CITY,STABBR,ZIP,INSTURL,NPCURL,LATITUDE,LONGITUDE,ADM_RATE_ALL,ACTCMMID,SAT_AVG_ALL,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,COST,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,DEBT_MDN,C100_4,UGDS_MEN,UGDS_WOMEN,C100_41
Stevens Institute of Technology,Hoboken,NJ,07030-5991,www.stevens.edu,https://stevens.studentaidcalculator.com/survey.aspx,40.744776,-74.025334,0.437764933,31,1346,2842,1599,0.6397,0.0236,0.0922,0.0975,0.0011,0,0,0.0391,0.107,0,0,0,0,0,0.0719,0.0494,0.5078,0.0475,0.2176,0.0013,0.1044,59384,0,59384,45366,45366,NULL,26501,0.4041,0.7097,0.2903,40.41
Colby College,Waterville,ME,04901-8840,www.colby.edu,www.colby.edu/admissions_cs/financial_aid/npc.cfm,44.564211,-69.66337,0.28049728,30,1333,1847,1814,0.601,0.0303,0.0612,0.0558,0.0016,0,0.0531,0.1061,0.091,0.6197,0.0283,0.08,0.0054,0.0316,0.0303,0,0.8738,0.0254,0.0452,0.0028,0.0226,59110,0,59110,47350,47350,NULL,18000,0.8527,0.4705,0.5295,85.27
Fordham University,Bronx,NY,10458,www.fordham.edu,www.fordham.edu/finaid/npc,40.861183,-73.889578,0.481154673,28,1254,8485,6989,0.6039,0.045,0.1391,0.0924,0.0012,0.0008,0.033,0.0645,0.0202,0.5549,0.0539,0.0771,0.0042,0.132,0.0136,0.1857,0.5808,0.0524,0.0478,0.002,0.1178,59105,0,59105,45623,45623,NULL,21422.5,0.7478,0.4542,0.5458,74.78
Wellesley College,Wellesley,MA,02481-8203,www.wellesley.edu,https://npc.collegeboard.org/student/app/wellesley,42.293765,-71.307966,0.301061571,32,1390,2172,2287,0.4153,0.0576,0.093,0.2422,0.0005,0,0.0612,0.1119,0.0184,0.4346,0.0675,0.2617,0.005,0.0752,0.0638,0.0756,0.5085,0.0582,0.2326,0.0061,0.0551,59092,0,59092,45078,45078,NULL,8200,0.8171,0,1,81.71
Santa Clara University,Santa Clara,CA,95053,www.scu.edu,https://www.scu.edu/financialaid/Net-Price-Calculator.cfm,37.352706,-121.938189,0.493493493,30,1309,5447,4308,0.4841,0.0316,0.1718,0.1504,0.0013,0.0024,0.0676,0.0318,0.0591,0.4178,0.0434,0.1718,0.0056,0.1493,0.0311,0.0759,0.5429,0.0216,0.1852,0.0053,0.1379,59020,0,59020,43812,43812,NULL,19500,0.7795,0.5041,0.4959,77.95
Massachusetts Institute of Technology,Cambridge,MA,02139-4307,web.mit.edu/student/,web.mit.edu/sfs/afford/financial_aid_calculator.html,42.360095,-71.092115,0.07882981,34,1500,4476,4258,0.3677,0.0561,0.1613,0.246,0.0018,0,0.0525,0.0967,0.0179,0,0,0,0,0,0.0845,0.1085,0.341,0.0629,0.2738,0.0186,0.1106,59020,0,59020,45016,45016,NULL,14000,0.8117,0.5424,0.4576,81.17
Chapman University,Orange,CA,92866,www.chapman.edu,www.chapman.edu/students/tuition-and-aid/financial-aid/net-cost-calculator/index.aspx,33.793678,-117.851481,0.470376589,27,1210,6211,2953,0.6049,0.0132,0.1431,0.1029,0.0027,0.0032,0.0602,0.0394,0.0303,0.616,0.023,0.0929,0.0052,0.0967,0.0284,0.0792,0.6671,0.0291,0.0847,0.0054,0.106,58948,0,58948,45393,45393,NULL,19000,0.5813,0.404,0.596,58.13
California Institute of Technology,Pasadena,CA,91125,www.caltech.edu,www.finaid.caltech.edu/,34.139275,-118.12574,0.088275862,35,1545,983,929,0.2787,0.0153,0.1221,0.4385,0.001,0,0.057,0.0875,0,0.387,0.0116,0.3985,0,0.0683,0.0915,0.0032,0.5813,0.014,0.2487,0.0022,0.0592,58755,0,58755,43362,43362,NULL,10750,0.8475,0.6358,0.3642,84.75
Drew University,Madison,NJ,7940,www.drew.edu,https://drew.studentaidcalculator.com/survey.aspx,40.757026,-74.425825,0.701728684,25,1118,1356,1537,0.545,0.1018,0.1209,0.0612,0.0022,0.0007,0.0361,0.0472,0.0848,0,0,0,0,0,0.0176,0.2082,0.6337,0.0338,0.0579,0.0026,0.0462,58700,0,58700,45364,45364,NULL,25000,0.5692,0.3776,0.6224,56.92
Washington and Lee University,Lexington,VA,24450-2116,www.wlu.edu/,https://wlu.studentaidcalculator.com/survey.aspx,37.787832,-79.445724,0.194620524,32,1395,1880,1705,0.8298,0.0207,0.0378,0.0324,0.0011,0.0005,0.0229,0.0383,0.0165,0,0,0,0,0,0.0364,0,0.9073,0.034,0.0106,0.0006,0.0111,58575,0,58575,45617,45617,NULL,21500,0.8458,0.5043,0.4957,84.58
Villanova University,Villanova,PA,19085-1699,www.villanova.edu,https://npc.collegeboard.org/student/app/villanova,40.039388,-75.345457,0.493346068,30,1313,6895,7083,0.7566,0.0453,0.0744,0.0715,0.0007,0.0003,0.0226,0.0168,0.0117,0.7583,0.0486,0.0702,0.001,0.0674,0.0205,0.0222,0.8454,0.0302,0.0378,0.0018,0.0421,58519,0,58519,45966,45966,NULL,24250,0.8537,0.4766,0.5234,85.37
Saint Mary's College of California,Moraga,CA,94575,www.stmarys-ca.edu,www.stmarys-ca.edu/admissions-aid/net-price-calculator,37.83997,-122.106795,0.75950668,25,1109,2949,3035,0.4564,0.0387,0.2513,0.1034,0.0031,0.0071,0.0688,0.0183,0.0529,0.4796,0.0689,0.1065,0.0131,0.2044,0.0221,0.1423,0.5463,0.0596,0.0834,0.0086,0.1377,58362,0,58362,41380,41380,NULL,21500,0.5557,0.4134,0.5866,55.57
St John's College,Annapolis,MD,21401,www.sjc.edu,www.sjc.edu/finaid/npc.shtml,38.981513,-76.491397,0.869565217,30,1323,429,476,0.7459,0.014,0.0746,0.028,0.0023,0,0,0.1002,0.035,0.8898,0.0043,0.0108,0.0086,0,0.0273,0.0126,0.9076,0.0042,0.0231,0.0042,0.021,58321,0,58321,47726,47726,NULL,21000,0.6928,0.5548,0.4452,69.28
Jewish Theological Seminary of America,New York,NY,10027-4649,www.jtsa.edu,https://npc.collegeboard.org/student/app/jtsa,40.811959,-73.960287,0.618556701,29,1330,156,180,0.9295,0.0064,0.0064,0.0064,0,0,0,0.0256,0.0256,0.9435,0,0,0,0.0056,0,1,0,0,0,0,0,58278,0,58278,19380,19380,NULL,19500,0.5217,0.4359,0.5641,52.17
Southern California Institute of Architecture,Los Angeles,CA,90013-1822,www.sciarc.edu,www.sciarc.edu,34.04365,-118.232703,0.807881773,24,1151,263,19,0.2129,0.0228,0.1027,0.1863,0,0.0114,0.019,0.4411,0.0038,0,0,0,0,0,0.1579,0.2105,0.1579,0,0.0526,0,0.4211,58142,0,58142,40262,40262,NULL,37500,0.0345,0.6502,0.3498,3.45
University of San Francisco,San Francisco,CA,94117-1080,https://www.usfca.edu,https://www.usfca.edu/admission/financial-aid/net-price-calculator,37.775564,-122.450977,0.600527281,26,1152,6745,4664,0.2927,0.0307,0.1956,0.1984,0.0031,0.0059,0.0663,0.1896,0.0178,0.3639,0.0469,0.2083,0.009,0.1434,0.0759,0.1171,0.4198,0.0491,0.2213,0.0071,0.1098,58039,0,58039,41450,41450,NULL,21500,0.61,0.3778,0.6222,61
Northeastern University,Boston,MA,02115-5005,www.northeastern.edu,www.northeastern.edu/financialaid/aid/calculators/,42.339992,-71.088782,0.322206387,32,1420,13492,19588,0.4913,0.0336,0.0675,0.1092,0.0004,0.0002,0.0385,0.1907,0.0684,0.5121,0.0563,0.0804,0.0036,0.0505,0.0577,0.2266,0.5766,0.0475,0.0586,0.0027,0.0303,57981,0,57981,43440,43440,NULL,25000,0,0.495,0.505,0
The New School,New York,NY,10011-8603,www.newschool.edu/,https://newschool.studentaidcalculator.com/welcome.aspx,40.735275,-73.994636,0.659018143,25,1117,6695,4746,0.3374,0.0544,0.1104,0.1017,0.001,0.0007,0.0345,0.3171,0.0427,0.3886,0.0498,0.1187,0.0046,0.0809,0.2044,0.2322,0.342,0.0476,0.11,0.0032,0.0607,57945,0,57945,41870,41870,NULL,19500,0.475,0.2796,0.7204,47.5
Pratt Institute-Main,Brooklyn,NY,11205,www.pratt.edu,www.pratt.edu/admissions/financing-your-education/,40.691154,-73.962149,0.529894276,26,1141,3232,1495,0.4137,0.0396,0.1027,0.1627,0.0031,0.0025,0.0155,0.242,0.0183,0.5399,0.0491,0.1517,0.0024,0.0875,0.1452,0.0007,0.6013,0.0756,0.1003,0.0013,0.0756,57783,0,57783,44804,44804,NULL,22500,0.4243,0.3168,0.6832,42.43
University of San Diego,San Diego,CA,92110-2492,www.sandiego.edu,www.sandiego.edu/admissions/undergraduate/tuition_aid/affording_usd.php,32.77142,-117.188721,0.46248333,28,1243,5656,4793,0.5421,0.0299,0.1932,0.0647,0.005,0.003,0.0575,0.0674,0.0373,0.6013,0.0261,0.105,0.015,0.153,0.0365,0.0392,0.6991,0.0179,0.0674,0.0098,0.13,57593,0,57593,42908,42908,NULL,19740,0.6656,0.448,0.552,66.56
Dominican University of California,San Rafael,CA,94901-2298,www.dominican.edu,www.dominican.edu/admissions/aid/net-price-calculator-npc,37.980014,-122.514654,0.809248555,23,1047,1448,946,0.3287,0.0401,0.2106,0.2023,0.0041,0.011,0.0449,0.0145,0.1436,0,0,0,0,0,0.0264,0.0994,0.5867,0.0666,0.1163,0.0053,0.0994,57579,0,57579,41730,41730,NULL,25000,0.5468,0.2604,0.7396,54.68
University of Richmond,University of Richmond,VA,23173,www.richmond.edu,https://npc.collegeboard.org/student/app/richmond,37.577625,-77.538702,0.318012297,31,1337,3223,3652,0.5901,0.0782,0.0729,0.0624,0.0028,0.0003,0.0375,0.0813,0.0745,0.6534,0.0863,0.0472,0.0031,0.0369,0.0375,0,0.8672,0.063,0.0164,0.0019,0.014,57535,0,57535,46680,46680,NULL,19000,0.8019,0.4691,0.5309,80.19
Macalester College,Saint Paul,MN,55105-1899,www.macalester.edu,www.macalester.edu/financialaid/estimate/index.html,44.936709,-93.169855,0.363453505,30,1354,2053,1794,0.6595,0.0234,0.0599,0.0706,0.0005,0.0005,0.0531,0.1325,0,0.6972,0.0422,0.0891,0.0102,0.0438,0.131,0,0.752,0.0379,0.0457,0.0067,0.0268,57478,0,57478,47195,47195,NULL,22477,0.8389,0.3965,0.6035,83.89
Davidson College,Davidson,NC,28035,www.davidson.edu/,www.davidson.edu/admission-and-financial-aid/financial-aid/net-price-calculator,35.500006,-80.845236,0.216726619,30,1337,1765,1679,0.6907,0.0646,0.0663,0.0578,0.0062,0,0.0402,0.0567,0.0176,0,0,0,0,0,0.0357,0.0042,0.8577,0.0542,0.0244,0.0036,0.0203,57458,0,57458,45377,45377,NULL,15750,0.9083,0.4946,0.5054,90.83
Syracuse University,Syracuse,NY,13244,syr.edu/,https://npc.collegeboard.org/student/app/syr,43.040005,-76.136633,0.532288167,27,1184,14768,12386,0.5534,0.0892,0.1076,0.0775,0.0077,0.0007,0.0275,0.1085,0.0279,0,0,0,0,0,0.0339,0.1194,0.6878,0.0731,0.045,0.0032,0.0375,57450,0,57450,41886,41886,NULL,27000,0.6874,0.4489,0.5511,68.74
Cooper Union for the Advancement of Science and Art,New York,NY,10003-7120,www.cooper.edu,cooper.edu/admissions/financial-aid/net-price-calculator,40.72938,-73.990516,0.150630915,32,1388,852,878,0.3333,0.054,0.1045,0.2066,0.0117,0,0.0188,0.1373,0.1338,0.3903,0.0532,0.1934,0.0057,0.0758,0.0866,0.0273,0.5387,0.0421,0.2403,0.0046,0.0604,57429,0,57429,41400,41400,NULL,17500,0.7268,0.6596,0.3404,72.68
Case Western Reserve University,Cleveland,OH,44106,www.case.edu,case.edu/financialaid/resources/net-price-calculator/,41.500812,-81.605769,0.383104035,31,1375,4807,3434,0.5319,0.0443,0.0553,0.1949,0.0006,0,0.0418,0.0919,0.0391,0.553,0.0536,0.1643,0.0024,0.0261,0.0329,0.0291,0.7353,0.0495,0.1308,0.0015,0.021,57405,0,57405,43158,43158,NULL,21500,0.6364,0.5444,0.4556,63.64
Princeton University,Princeton,NJ,08544-0070,www.princeton.edu,www.princeton.edu/admission/financialaid/estimator/,40.34853,-74.663603,0.074434143,33,1491,5258,4663,0.4597,0.0772,0.0837,0.2086,0.0011,0.0011,0.042,0.1101,0.0164,0,0,0,0,0,0.0607,0,0.6794,0.0706,0.125,0.0054,0.059,57400,0,57400,41820,41820,NULL,6245,0.9019,0.5112,0.4888,90.19
School of the Art Institute of Chicago,Chicago,IL,60603,www.saic.edu,https://saic.studentaidcalculator.com/survey.aspx,41.879646,-87.621411,0.691463741,23,1065,2783,2053,0.4039,0.0291,0.0744,0.1276,0.004,0.0004,0.0244,0.3036,0.0327,0.5675,0.037,0.1248,0.0063,0.0862,0.0921,0.037,0.7058,0.0292,0.0784,0.0044,0.0531,57361,0,57361,42230,42230,NULL,19750,0.3696,0.2846,0.7154,36.96
University of Redlands,Redlands,CA,92373-0999,www.redlands.edu,www.redlands.edu/offices-directories/financial-aid/11014.aspx,34.063571,-117.163847,0.730862563,25,1110,3710,3015,0.469,0.0434,0.2668,0.0539,0.0067,0.0043,0.0375,0.0102,0.1081,0,0,0,0,0,0.0123,0.1303,0.5891,0.0687,0.0577,0.0116,0.1303,57347,0,57347,43186,43186,NULL,24500,0.6259,0.4305,0.5695,62.59
Clarkson University,Potsdam,NY,13699,www.clarkson.edu,www.clarkson.edu/admissions/undergrad_admissions/calculator.php,44.663761,-74.999947,0.621402513,27,1195,3130,2539,0.8345,0.0211,0.047,0.0326,0.0026,0.0003,0.0214,0.0236,0.0169,0.8443,0.0342,0.0368,0.0055,0.0313,0.0366,0,0.8921,0.0232,0.0284,0.0063,0.0134,57221,0,57221,42530,42530,NULL,24250,0.5545,0.7045,0.2955,55.45
Rose-Hulman Institute of Technology,Terre Haute,IN,47803-3920,www.rose-hulman.edu,https://prod11gbss8.rose-hulman.edu/BanSS/RHIT_NPCALC.P_Index,39.480946,-87.32357,0.587874659,30,1308,2208,1581,0.7582,0.0249,0.0308,0.0362,0.0005,0.0009,0.0394,0.1073,0.0018,0.8691,0.0272,0.0462,0.0027,0.0217,0.0114,0,0.9405,0.012,0.0278,0.0006,0.0076,57138,0,57138,43683,43683,NULL,25739.5,0.5729,0.7813,0.2188,57.29
Lehigh University,Bethlehem,PA,18015,www.lehigh.edu,https://npc.collegeboard.org/student/app/lehigh,40.607158,-75.378887,0.342685893,30,1326,5034,4685,0.6736,0.0373,0.0826,0.0803,0.001,0,0.0254,0.0747,0.025,0.707,0.0365,0.0624,0.0004,0.0624,0.0324,0.0971,0.7503,0.032,0.0527,0.0013,0.0342,57043,0,57043,44890,44890,NULL,23024.5,0.7552,0.5532,0.4468,75.52
Loyola Marymount University,Los Angeles,CA,90045-2659,www.lmu.edu,financialaid.lmu.edu/prospective/netpricecalculator/,33.970633,-118.415655,0.527110671,28,1218,6064,2430,0.4672,0.0579,0.2192,0.107,0.002,0.001,0.0768,0.0688,0.0002,0.5627,0.0778,0.1263,0.0069,0.1927,0.0239,0.1041,0.4951,0.0634,0.1214,0.0091,0.1831,57016,0,57016,41597,41597,NULL,19500,0.6886,0.426,0.574,68.86
Bentley University,Waltham,MA,02452-4705,www.bentley.edu,https://npc.collegeboard.org/student/app/bentley,42.388798,-71.220148,0.461147519,28,1247,4190,4316,0.6048,0.0308,0.0706,0.0847,0.0007,0,0.021,0.148,0.0394,0.5816,0.0315,0.0716,0.0007,0.0523,0.079,0.0609,0.7222,0.0313,0.0755,0.0012,0.0299,56768,0,56768,42511,42511,NULL,26000,0.827,0.6002,0.3998,82.7
American University,Washington,DC,20016-8001,WWW.AMERICAN.EDU,www.american.edu/financialaid/Net-Price-Calculator-Form.cfm,38.937802,-77.090106,0.45842979,28,1252,7094,5701,0.5765,0.0644,0.1081,0.0661,0.0016,0.0006,0.0541,0.0723,0.0562,0,0,0,0,0,0.1358,0.1354,0.5703,0.0693,0.0389,0.0035,0.0468,56620,0,56620,41833,41833,NULL,20500,0.7637,0.3789,0.6211,76.37
Whitman College,Walla Walla,WA,99362,www.whitman.edu,https://npc.collegeboard.org/student/app/whitman,46.07135,-118.33016,0.410073912,30,1323,1480,1424,0.7304,0.0095,0.0777,0.0541,0.0034,0,0.0574,0.0385,0.0291,0.6714,0.0154,0.112,0.0107,0.057,0.0218,0.0183,0.8497,0.0126,0.0625,0.007,0.0281,56600,0,56600,44800,44800,NULL,15750,0.818,0.4372,0.5628,81.8
Drexel University,Philadelphia,PA,19104,www.drexel.edu,drexel.studentaidcalculator.com/survey.aspx,39.954855,-75.188745,0.760115424,25,1186,16681,10582,0.5555,0.0657,0.0596,0.1314,0.0016,0.0059,0.0284,0.1295,0.0224,0.6159,0.0833,0.1242,0.0045,0.0341,0.061,0.1224,0.5793,0.0922,0.1233,0.0025,0.0194,56402,0,56402,47051,47051,NULL,19658.5,0.241,0.5296,0.4704,24.1
Grinnell College,Grinnell,IA,50112-1690,www.grinnell.edu,https://npc.collegeboard.org/student/app/grinnell,41.747048,-92.721246,0.280125454,32,1398,1670,1344,0.5844,0.0587,0.0784,0.0749,0.0012,0,0.0437,0.1365,0.0222,0.5933,0.0589,0.0779,0.011,0.0693,0.0789,0.1049,0.6927,0.0327,0.0439,0.0037,0.0432,56354,0,56354,45620,45620,NULL,10077,0.8485,0.4485,0.5515,84.85
Mills College,Oakland,CA,94613,www.mills.edu,npc.collegeboard.org/student/app/mills,37.782639,-122.18789,0.761369716,26,1152,909,684,0.4488,0.0671,0.2321,0.1133,0.0055,0.0055,0.1034,0.0132,0.011,0.3851,0.0919,0.0711,0.0109,0.1433,0,0.1798,0.5643,0.0804,0.076,0.0146,0.0848,56336,0,56336,42918,42918,NULL,18750,0.5957,0,1,59.57
Catholic University of America,Washington,DC,20064,www.cua.edu,admissions.cua.edu/undergrad/finaid/NetPriceCalculator/calculator.html,38.935796,-76.998961,0.739116769,25,1130,3529,2609,0.6342,0.0558,0.1199,0.0315,0.002,0.0009,0.0394,0.0519,0.0646,0.6426,0.0488,0.0321,0.0032,0.0739,0.0322,0.0801,0.7275,0.074,0.0425,0.0019,0.0418,55995,0,55995,39726,39726,NULL,22500,0.596,0.4676,0.5324,59.6
University of Puget Sound,Tacoma,WA,98416,www.pugetsound.edu,https://pugetsound.studentaidcalculator.com/survey.aspx,47.263651,-122.479714,0.792942862,28,1230,2550,2619,0.7467,0.009,0.0722,0.0678,0.0012,0,0.0922,0.0035,0.0075,0.7268,0.0281,0.099,0.0154,0.0401,0.0118,0.0588,0.756,0.0191,0.1161,0.0122,0.026,55948,0,55948,43428,43428,NULL,20175,0.679,0.4306,0.5694,67.9
University of Denver,Denver,CO,80208,www.du.edu,https://www.du.edu/financialaid/undergraduate/calculator/index.html,39.695954,-104.964625,0.764886613,28,1231,5629,3992,0.6763,0.0266,0.0908,0.0425,0.0043,0.0014,0.0325,0.0965,0.0291,0,0,0,0,0,0.0504,0.0138,0.7743,0.0383,0.0498,0.0113,0.0621,55476,0,55476,42090,42090,NULL,19500,0.6569,0.4646,0.5354,65.69
Quinnipiac University,Hamden,CT,6518,www.quinnipiac.edu,https://quinnipiac.studentaidcalculator.com/welcome.aspx,41.419527,-72.895542,0.65910851,25,1104,6503,4843,0.7678,0.0489,0.0878,0.0258,0.002,0.0006,0.0181,0.0225,0.0264,0.7962,0.0318,0.0268,0.0019,0.0549,0.0033,0.018,0.9032,0.0233,0.0192,0.0031,0.0299,55265,0,55265,40670,40670,NULL,22500,0.7178,0.3983,0.6017,71.78
Yeshiva University,New York,NY,10033-3299,www.yu.edu,yu.studentaidcalculator.com/survey.aspx,40.8508,-73.928541,0.817968291,26,1221,2814,2744,0.9364,0,0.0021,0,0.0004,0,0.0018,0.049,0.0103,0,0,0,0,0,0,0.0036,0.9934,0,0.0011,0,0.0018,55075,0,55075,38730,38730,NULL,13013,0.5802,0.5359,0.4641,58.02
Willamette University,Salem,OR,97301,www.willamette.edu,https://secure.willamette.edu/finaid/,44.935743,-123.030727,0.81305638,27,1209,2009,1749,0.6167,0.0199,0.1145,0.0811,0.0139,0.0035,0.0896,0.0164,0.0443,0.6098,0.0237,0.0734,0.0092,0.0561,0.0566,0.1721,0.6266,0.0217,0.0692,0.0103,0.0435,54536,0,54536,44076,44076,NULL,19500,0.6909,0.4276,0.5724,69.09
Rice University,Houston,TX,77005-1827,www.rice.edu,https://rice.studentaidcalculator.com/survey.aspx,29.716485,-95.403625,0.151004061,33,1460,3888,2692,0.3794,0.0674,0.1499,0.2261,0.001,0.0003,0.0448,0.1178,0.0134,0.4413,0.0701,0.2147,0.004,0.1223,0.0245,0.1107,0.5427,0.0639,0.1538,0.0052,0.0992,54291,0,54291,40566,40566,NULL,8750,0.8071,0.5211,0.4789,80.71
University of the Pacific,Stockton,CA,95211-0197,www.pacific.edu,https://npc.collegeboard.org/student/app/pacific,37.980624,-121.307296,0.548969242,27,1185,3802,3093,0.2985,0.025,0.1817,0.3306,0.0058,0.006,0.0466,0.0665,0.0392,0.3505,0.0355,0.3462,0.0083,0.1207,0.044,0.0278,0.5377,0.0307,0.2564,0.0097,0.0938,54032,0,54032,41342,41342,NULL,20723.5,0.4292,0.4842,0.5158,42.92
Baylor University,Waco,TX,76798,www.baylor.edu,www.baylor.edu/sfs/netpricecalculator/npcalc.htm,31.545956,-97.119359,0.553601982,27,1227,13801,11806,0.6402,0.0733,0.1413,0.0625,0.0036,0.0005,0.0451,0.0309,0.0024,0.6942,0.078,0.0675,0.0074,0.1149,0.0183,0.0248,0.7706,0.0567,0.0518,0.0052,0.0726,53797,0,53797,38120,38120,NULL,20500,0.5465,0.4197,0.5803,54.65
Westmont College,Santa Barbara,CA,93108-1089,www.westmont.edu,forms.westmont.edu/forms/admissions/npc,34.449265,-119.661932,0.79362815,26,1175,1297,1323,0.6515,0.0146,0.1349,0.0709,0.0015,0.0015,0.0771,0.0162,0.0316,0.6726,0.0271,0.0937,0.024,0.1115,0.0083,0.0197,0.8345,0.0098,0.0363,0.0144,0.0771,53670,0,53670,39990,39990,NULL,19500,0.7394,0.3978,0.6022,73.94
University of Scranton,Scranton,PA,18510-4629,www.scranton.edu,https://www.aidcalc.com/scranton/,41.40715,-75.658031,0.772649936,25,1125,3909,3970,0.8181,0.0166,0.0796,0.024,0.001,0.0003,0.0263,0.0041,0.0299,0.7932,0.0118,0.0258,0.003,0.0433,0.0071,0.039,0.9038,0.0083,0.0186,0.0018,0.0214,53567,0,53567,39956,39956,NULL,26848,0.7367,0.4308,0.5692,73.67
The University of the Arts,Philadelphia,PA,19102-4901,www.uarts.edu,www.uarts.edu/ugc/sample-aid-awards,39.946017,-75.165888,0.695448461,21,1006,1726,1893,0.6153,0.1246,0.0973,0.0307,0.0041,0.0052,0.0417,0.0469,0.0342,0.6372,0.1052,0.0309,0.0056,0.0538,0.0248,0.0977,0.7269,0.0798,0.0338,0.0026,0.0343,53508,0,53508,38410,38410,NULL,24250,0.544,0.4073,0.5927,54.4
The College of Wooster,Wooster,OH,44691,www.wooster.edu,www.wooster.edu/admissions/aid/calc/calc/,40.81046,-81.934674,0.590867746,28,1229,2029,1837,0.7033,0.0779,0.0458,0.0439,0.0123,0.0005,0,0.0818,0.0345,0,0,0,0,0,0.0757,0.0158,0.8449,0.0386,0.0169,0.0016,0.0065,53500,0,53500,43350,43350,NULL,22250,0.7027,0.4485,0.5515,70.27
Emerson College,Boston,MA,02116-4624,www.emerson.edu,https://npc.collegeboard.org/student/app/emerson,42.35532,-71.074037,0.491790102,28,1244,3757,3168,0.6657,0.0266,0.1017,0.0418,0.0008,0.0005,0.0471,0.054,0.0618,0,0,0,0,0,0.0619,0,0.8662,0.0174,0.0215,0.0032,0.03,53499,0,53499,37350,37350,NULL,23000,0.7746,0.3875,0.6125,77.46
Otis College of Art and Design,Los Angeles,CA,90045-3505,www.otis.edu,www.otis.edu/otis-net-price-calculator,33.956607,-118.416615,0.664772727,22,1010,1090,896,0.2376,0.0385,0.1037,0.2945,0.0101,0.0037,0.0624,0.2101,0.0394,0.2426,0.0296,0.3191,0.0043,0.1304,0.1194,0.0469,0.394,0.0346,0.2846,0.0045,0.1161,53439,0,53439,40490,40490,NULL,26500,0.52,0.3284,0.6716,52
DePauw University,Greencastle,IN,46135-1772,www.depauw.edu,www.depauw.edu/admission/financial-aid/tuition-fees/net-price-calculator/,39.63953,-86.863556,0.565987934,27,1213,2185,2223,0.6924,0.0572,0.0348,0.0343,0.0027,0,0.0659,0.0906,0.022,0,0,0,0,0,0.013,0.018,0.8691,0.0607,0.013,0.0031,0.0229,53410,0,53410,42746,42746,NULL,22710,0.7467,0.4577,0.5423,74.67
Pace University-New York,New York,NY,10038-1598,www.pace.edu,www.pace.edu/admission-aid/undergraduate-admission/freshman/net-price-calculator,40.711014,-74.004719,0.849891871,23,1054,8163,5755,0.501,0.1057,0.1493,0.0872,0.0025,0.001,0.0352,0.085,0.0331,0.4451,0.1085,0.0866,0.0027,0.1309,0.0605,0.1432,0.3811,0.1397,0.1519,0.0012,0.1225,53010,0,53010,39697,39697,NULL,18000,0.3645,0.4073,0.5927,36.45
Rhodes College,Memphis,TN,38112-1690,www.rhodes.edu,https://npc.collegeboard.org/student/app/rhodes,35.154424,-89.989187,0.599940863,29,1296,2007,1536,0.7608,0.0628,0.0359,0.0653,0.003,0,0.0304,0.0234,0.0184,0.7517,0.0741,0.0468,0.0067,0.0225,0.013,0.0319,0.8698,0.0423,0.0247,0.0013,0.0169,52958,0,52958,41572,41572,NULL,23268,0.7432,0.422,0.578,74.32
Hendrix College,Conway,AR,72032-3080,www.hendrix.edu,www.hendrix.edu/Admission/PriceCalculator/,35.09972,-92.442021,0.828228228,28,1244,1322,1129,0.7753,0.0492,0.0492,0.0567,0.0166,0.0008,0.0068,0.0408,0.0045,0.7861,0.0337,0.0344,0.0076,0.0358,0.0115,0.101,0.7919,0.0461,0.0248,0.008,0.0168,52536,0,52536,39290,39290,NULL,18225,0.6605,0.4508,0.5492,66.05
Seattle University,Seattle,WA,98122-4340,www.seattleu.edu,www.seattleu.edu/undergraduate-admissions/finances/calculator/,47.610138,-122.3197,0.733495671,27,1183,4415,3303,0.4458,0.0251,0.0911,0.1592,0.0052,0.0068,0.0727,0.1067,0.0874,0.4893,0.0541,0.1908,0.0148,0.0755,0.1014,0.0851,0.5014,0.0487,0.2013,0.0106,0.0515,52458,0,52458,38205,38205,NULL,22444,0.6016,0.4116,0.5884,60.16
Menlo College,Atherton,CA,94027-4301,www.menlo.edu,tcc.noellevitz.com/(S(m0yg55vomw1vh010jkmaqqh0))/Menlo%20College/Freshman%20Students,37.452906,-122.181444,0.450571792,21,995,793,649,0.3354,0.0694,0.2093,0.0706,0.0076,0.0265,0.0694,0.1311,0.0807,0.4325,0.0429,0.1212,0.0015,0.1442,0.0663,0.1402,0.4114,0.077,0.1818,0.0031,0.1202,52454,0,52454,37520,37520,NULL,18750,0.3567,0.5914,0.4086,35.67
Simmons College,Boston,MA,02115-5898,www.simmons.edu,https://npc.collegeboard.org/student/app/simmons,42.3393,-71.099967,0.521630408,26,1170,1598,1186,0.6752,0.0601,0.0626,0.0964,0.0019,0,0.0319,0.0332,0.0388,0.6948,0.0585,0.0705,0.001,0.042,0.0455,0.0599,0.7218,0.0734,0.0632,0.0025,0.0337,52348,0,52348,36230,36230,NULL,25000,0.6154,0,1,61.54
